movie_id,movie_name,open_date,genre,rating,director,production_company,distributor_meta,distributor_boxoffice,distributor_final,rep_nation,nation,total_sales_amount,total_audience_count,screen_count_peak,show_count_total,sales_share_peak,boxoffice_year_count,boxoffice_years,match_status,match_strategy
20150968,국가대표 2,20160810,드라마,12세이상관람가,김종현,케이엠컬쳐㈜,메가박스중앙(주) 플러스엠 엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트,메가박스중앙(주) 플러스엠 엔터테인먼트,한국,한국,5485219042,710316,562,20693,0.006,4,2016|2017|2019|2021,matched,exact
20068576,그날의 분위기,20160114,멜로/로맨스,15세이상관람가,조규장,주식회사 엔진필름,(주)쇼박스,(주)쇼박스,(주)쇼박스,한국,한국,5149571612,653287,592,27186,0.006,1,2016,matched,exact
20154906,사냥,20160629,액션,15세이상관람가,이우철,(주)빅스톤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,한국,한국,4912658515,645922,696,28862,0.005,1,2016,matched,exact
20145396,널 기다리며,20160310,스릴러,청소년관람불가,모홍진,(주)영화사수작|모티브픽쳐스(주)|(주)디씨지플러스,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),한국,한국,5234303336,635235,551,33774,0.006,1,2016,matched,exact
20154905,가려진 시간,20161116,드라마|판타지,12세이상관람가,엄태화,(주)바른손이앤에이,(주)쇼박스,(주)쇼박스,(주)쇼박스,한국,한국,3948158400,511369,884,30417,0.004,3,2016|2017|2018,matched,exact
20145506,해어화,20160413,사극|드라마,15세이상관람가,박흥식,더램프(주),롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,한국,한국,3768200759,485695,572,32322,0.004,1,2016,matched,exact
20156559,계춘할망,20160519,가족|드라마,15세이상관람가,창,지오엔터테인먼트|(주)퍼플캣츠필름|(주)빅스토리픽쳐스,(주)콘텐츠지오,(주)콘텐츠지오,(주)콘텐츠지오,한국,한국,3603985348,482951,526,19655,0.004,4,2016|2017|2022|2024,matched,exact
20157466,"로봇, 소리",20160127,드라마,12세이상관람가,이호재,(주)영화사 좋은날|(주)디씨지플러스,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,한국,한국,3519595560,476665,609,25502,0.004,1,2016,matched,exact
20142641,나를 잊지 말아요,20160107,멜로/로맨스,15세이상관람가,이윤정,(주)아티스트스튜디오,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)씨제이이엔엠,한국,한국,3398915000,425799,559,19138,0.004,1,2016,matched,exact
,조선마술사,20151230,,,,,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,한국,한국,3143566733,403919,608,13708,0.003,1,2016,unmatched,none
