"순위","영화명","개봉일","매출액","매출액 점유율","관객수","스크린수","상영횟수","대표국적","국적","배급사"
"51","무서운 이야기 3 : 화성에서 온 소녀","2016-06-01","784148500","0.0010","97804","317","6407","한국","한국","롯데쇼핑㈜롯데엔터테인먼트"
"52","걷기왕","2016-10-20","710905075","0.0010","95542","462","10476","한국","한국","CGV아트하우스"
"53","일사각오","2016-03-17","682581500","0.0010","94767","66","2702","한국","한국","파이오니아21"
"54","엽기적인 그녀 2","2016-05-12","594260900","0.0010","77124","387","6132","한국","한국","(주)리틀빅픽쳐스"
"55","번개맨","2016-02-11","517127000","0.0010","69363","393","4644","한국","한국","(주)키다리이엔티"
"56","올레","2016-08-25","522938900","0.0010","66883","338","5126","한국","한국","(주)대명문화공장,(주)리틀빅픽쳐스"
"57","두 남자","2016-11-30","459566121","0.0010","60365","397","7199","한국","한국","(주)키다리이엔티"
"58","극장판 프랭키와 친구들: 생명의 나무","2016-04-13","410560600","0.0","56842","258","2763","한국","한국","예지림엔터테인먼트"
"59","빅뱅 메이드","2016-06-30","466486700","0.0010","55582","56","1794","한국","한국","씨제이 씨지브이(CJ CGV)(주)"
"60","잡아야 산다","2016-01-07","410361400","0.0","54450","219","3187","한국","한국","오퍼스픽쳐스(유)"
"61","뽀로로 극장판 컴퓨터 왕국 대모험","2015-12-10","392627100","0.0","53939","151","2024","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"62","목숨 건 연애","2016-12-14","361668800","0.0","47805","393","5786","한국","한국,대만,중국","오퍼스픽쳐스(유)"
"63","트릭","2016-07-13","297957300","0.0","38262","390","5939","한국","한국","(주)스톰픽쳐스코리아,(주)이수C&E"
"64","대결","2016-09-22","251176500","0.0","32278","366","5409","한국","한국","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온"
"65","인천상륙작전 : 익스텐디드 에디션(확장판)","2016-09-13","220051200","0.0","27070","122","1522","한국","한국","(주)씨제이이엔엠"
"66","히야","2016-03-10","173844100","0.0","21687","124","1444","한국","한국","(주)라이크콘텐츠"
"67","내부자들","2015-11-19","133555400","0.0","17175","51","371","한국","한국","(주)쇼박스"
"68","사랑하기 때문에","2017-01-04","134684000","0.0","16410","26","80","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"69","무수단","2016-03-03","126155400","0.0","15882","228","2422","한국","한국","오퍼스픽쳐스(유)"
"70","살인의 추억","2003-04-25","13874800","0.0","2079","17","122","한국","한국","씨제이엔터테인먼트"
"71","돈 맛","2016-09-29","8439000","0.0","1733","50","54","한국","한국","(주)박수엔터테인먼트"
"72","와룡선생 상경기","","3050000","0.0","1525","1","24","한국","한국",""
"73","마포사는 황부자","","2975000","0.0","1485","1","32","한국","한국",""
"74","미워도 다시 한번 '80","1980-06-21","2960000","0.0","1480","1","25","한국","한국",""
"75","협객 김두한","1975-06-05","2855000","0.0","1425","1","15","한국","한국",""
"76","나는 증인이다","2016-09-14","7113800","0.0","1407","2","99","한국","한국,중국","(주)문와쳐"
"77","하얀 까마귀","","2806000","0.0","1403","1","27","한국","한국",""
"78","어느 여대생의 고백","","2810000","0.0","1400","1","19","한국","한국",""
"79","파란 이별의 글씨","","2746000","0.0","1373","1","35","한국","한국",""
"80","내시","","2632000","0.0","1307","1","17","한국","한국",""
"81","아 백범 김구선생","","2606000","0.0","1303","1","21","한국","한국",""
"82","하숙집 2","2016-01-07","7053000","0.0","1266","20","46","한국","한국","(주)소나무픽쳐스"
"83","시발, 놈: 인류의 시작","2016-08-18","8802400","0.0","1159","10","150","한국","한국","(주)엣나인필름"
"84","강화도령","","2292000","0.0","1146","1","16","한국","한국",""
"85","미워도 다시 한번 3","1970-01-01","2286000","0.0","1143","1","20","한국","한국",""
"86","아더왕의 전설","2016-11-09","17291000","0.0","1133","5","32","한국","한국","(주)패뷸러스"
"87","원점","","2228000","0.0","1114","1","20","한국","한국",""
"88","무영탑","","2224000","0.0","1112","1","15","한국","한국",""
"89","하숙생","","2198000","0.0","1099","1","20","한국","한국",""
"90","암굴왕","","2029000","0.0","1012","1","20","한국","한국",""
"91","땡볕","1985-08-01","1936000","0.0","968","1","19","한국","한국",""
"92","서울의 지붕 밑","","1926000","0.0","963","1","21","한국","한국",""
"93","이조 여인잔혹사","1969-05-02","1917000","0.0","956","1","16","한국","한국",""
"94","헬머니","2015-03-05","2830000","0.0","942","1","24","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"95","생사투","1974-02-28","1834000","0.0","917","1","18","한국","한국",""
"96","태양은늙지않는다","","1819000","0.0","907","1","20","한국","한국",""
"97","연평해전","2015-06-24","2883000","0.0","904","4","29","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"98","별아 내 가슴에","1958-05-31","1802000","0.0","901","1","16","한국","한국",""
"99","뷰티 인사이드","2015-08-20","7349600","0.0","868","1","68","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"100","죽음의 다섯 손가락","1972-12-02","1700000","0.0","850","1","15","한국","한국",""
"101","꿈","1955-01-16","1676000","0.0","838","1","17","한국","한국",""
"102","대결투","1973-02-23","1643000","0.0","819","1","18","한국","한국",""
"103","사도","2015-09-16","2869000","0.0","758","1","13","한국","한국","(주)쇼박스"
"104","극적인 하룻밤","2015-12-03","6106000","0.0","757","7","29","한국","한국","CGV아트하우스"
"105","철낭자","1971-04-30","1517000","0.0","756","1","18","한국","한국",""
"106","백사부인","1960-10-02","1438000","0.0","719","1","20","한국","한국",""
"107","왕자 호동","","1376000","0.0","688","1","18","한국","한국",""
"108","너는 내 운명","1980-03-28","1366000","0.0","683","1","26","한국","한국",""
"109","독립협회와 청년 이승만","","1336000","0.0","668","1","8","한국","한국",""
"110","1789, 바스티유의 연인들","2014-09-18","6093000","0.0","664","6","36","한국","한국","유니버설픽쳐스인터내셔널 코리아(유)"
"111","암살","2015-07-22","2141000","0.0","660","1","21","한국","한국","(주)쇼박스"
"112","렌의 애가","1969-01-01","1292000","0.0","646","1","8","한국","한국",""
"113","어둠의 자식들","1981-08-07","1234000","0.0","617","1","16","한국","한국",""
"113","국제시장","2014-12-17","3038000","0.0","617","2","4","한국","한국","(주)씨제이이엔엠"
"115","수상한 언니들","2016-03-03","3333000","0.0","616","21","27","한국","한국","(주)투한미디어"
"116","표류도","1960-12-17","1194000","0.0","597","1","9","한국","한국",""
"117","돈","1950-03-09","1166000","0.0","583","1","8","한국","한국",""
"118","검은 사제들","2015-11-05","3306000","0.0","581","5","18","한국","한국","(주)씨제이이엔엠"
"119","개인교수: 심화학습","2016-02-18","3688000","0.0","571","20","46","한국","한국","(주)소나무픽쳐스"
"120","동거의 목적","2016-03-31","2945000","0.0","566","20","40","한국","한국","(주)제이에이와이이엔터테인먼트"
"121","착한 여비서의 목적","2016-05-20","2889000","0.0","561","20","22","한국","한국","골든타이드픽처스(주)"
"122","관음증","2016-02-25","2926000","0.0","559","20","33","한국","한국","골든타이드픽처스(주)"
"123","너는 내 운명","2005-09-23","1116000","0.0","558","1","15","한국","한국","씨제이엔터테인먼트"
"124","청춘학당2 기생난입야사","2016-03-03","3313000","0.0","556","20","49","한국","한국","(주)영화사히트"
"124","젊은 엄마 4","2016-04-28","2859000","0.0","556","20","20","한국","한국","골든타이드픽처스(주)"
"126","수상한 그녀","2014-01-22","3128000","0.0","540","1","2","한국","한국","(주)씨제이이엔엠"
"127","눈물의 여인","","1042000","0.0","521","1","11","한국","한국",""
"128","유령","1999-07-31","1556000","0.0","518","1","25","한국","한국","일신창업투자"
"129","젊은엄마 : 디 오리지널","2016-06-23","2670000","0.0","516","20","39","한국","한국","골든타이드픽처스(주)"
"130","종각","","1016000","0.0","508","1","10","한국","한국",""
"131","겨울나그네","1986-04-12","995000","0.0","505","1","12","한국","한국",""
"132","러시아 엄마","2016-07-28","2560000","0.0","497","20","20","한국","한국","골든타이드픽처스(주)"
"133","입영전야","2016-04-05","3290000","0.0","492","20","46","한국","한국","(주)소나무픽쳐스"
"134","순애보","","974000","0.0","487","1","8","한국","한국",""
"135","등산의 목적","2016-03-03","2507000","0.0","484","20","24","한국","한국","주식회사 비엠미디어"
"136","내 마음의 풍금","1999-03-27","1451000","0.0","481","1","20","한국","한국",""
"137","알바생들","2016-04-28","2349000","0.0","465","20","24","한국","한국","(주)나우콘텐츠"
"138","비오는 날의 오후 3시","","928000","0.0","464","1","8","한국","한국",""
"139","지옥화","1958-04-20","924000","0.0","462","1","15","한국","한국",""
"139","유관순","","924000","0.0","462","1","9","한국","한국",""
"141","제15회 미쟝센 단편영화제 희극지왕 2","","2731000","0.0","458","1","3","한국","한국",""
"142","화녀촌","1985-11-16","870000","0.0","449","1","6","한국","한국",""
"143","얼굴이 아니고 마음입니다","1983-11-19","879000","0.0","448","1","8","한국","한국",""
"144","육체의 약속","1975-07-26","894000","0.0","446","1","8","한국","한국",""
"145","결사대작전","1969-09-03","884000","0.0","442","1","14","한국","한국",""
"145","죽은 자와 산 자","","884000","0.0","442","1","8","한국","한국",""
"147","애수의 샌프란시스코","1975-03-28","850000","0.0","432","1","9","한국","한국",""
"148","금지된 섹스, 달콤한 복수","2016-01-14","2374000","0.0","427","21","49","한국","한국","(주)케이알씨지"
"149","허삼관","2015-01-14","1272000","0.0","424","1","16","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"150","탐정사무소 - 사랑과 전쟁","2016-05-13","2097000","0.0","415","20","23","한국","한국","(주)나우콘텐츠"
"151","동감","2000-05-27","1231000","0.0","409","1","25","한국","한국","(주)제이앤씨미디어그룹,와이드 릴리즈(주)"
"152","로맨스그레이","","816000","0.0","408","1","4","한국","한국",""
"153","야한 누나들","2016-02-11","2102000","0.0","400","20","40","한국","한국","(주)에이블엔터테인먼트"
"154","효녀 심청","1972-11-17","790000","0.0","395","1","8","한국","한국",""
"155","맛있는 만남","2016-02-29","2054000","0.0","394","19","45","한국","한국","(주)케이알씨지"
"156","적도의 꽃","1983-10-29","757000","0.0","387","1","6","한국","한국",""
"157","야한밤 심야극장","2016-02-25","1964000","0.0","386","20","46","한국","한국","(주)케이알씨지"
"158","뜨거운 이웃","2016-01-28","2020000","0.0","382","20","42","한국","한국","(주)케이알씨지"
"159","여자의 일생","1993-05-28","740000","0.0","377","1","6","한국","한국",""
"160","제15회 미쟝센 단편영화제 4만번의 구타 2","","2246000","0.0","376","1","3","한국","한국",""
"161","군도: 민란의 시대","2014-07-23","683000","0.0","370","1","7","한국","한국","(주)쇼박스"
"162","7월 단편 상상극장-태리씨","","2944000","0.0","368","1","5","한국","한국",""
"163","3월 단편 상상극장-류혜영을 보라","","2926200","0.0","367","1","5","한국","한국",""
"164","자유연애시대","2016-02-04","1960000","0.0","365","20","25","한국","한국","(주)케이알씨지"
"165","제15회 미쟝센 단편영화제 사랑에 관한 짧은 필름2","","2131500","0.0","358","1","3","한국","한국",""
"166","미망인","1955-12-10","814000","0.0","357","1","36","한국","한국",""
"166","물레방아","1966-11-10","714000","0.0","357","2","6","한국","한국",""
"168","제15회 미쟝센 단편영화제 식스 센스 1","","2100000","0.0","352","1","3","한국","한국",""
"169","부러진 화살","2012-01-18","823000","0.0","348","1","14","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"170","진시황제와 만리장성","","675000","0.0","344","1","4","한국","한국",""
"171","제15회 미쟝센 단편영화제 사랑에 관한 짧은 필름 3","","2042500","0.0","343","1","3","한국","한국",""
"172","흑룡강","1976-10-09","664000","0.0","342","1","12","한국","한국",""
"173","위선자들: 감독판","2016-04-21","1750000","0.0","340","20","20","한국","한국","THE 픽쳐스,주식회사 마운틴픽쳐스"
"174","제15회 미쟝센 단편영화제 희극지왕 1","","2008000","0.0","336","1","3","한국","한국",""
"175","내 이웃의 아내","2016-07-28","1729000","0.0","333","20","20","한국","한국","(주)소나무픽쳐스"
"176","쌀","","652000","0.0","326","1","4","한국","한국",""
"177","제15회 미쟝센 단편영화제 비정성시2","","1919500","0.0","321","1","3","한국","한국",""
"178","소년, 달리다","","2645000","0.0","320","1","7","한국","한국",""
"179","야한이야기","2016-09-29","1587000","0.0","313","20","20","한국","한국","골든타이드픽처스(주)"
"179","부부의 스폰서","2016-09-09","1584000","0.0","313","20","20","한국","한국","골든타이드픽처스(주)"
"181","제15회 미쟝센 단편영화제 비정성시4","","1862000","0.0","312","1","3","한국","한국",""
"182","엔조이닷컴","2016-04-28","1634000","0.0","311","20","20","한국","한국","(주)라이크콘텐츠"
"182","여배우 섹스 스캔들","2016-03-09","1657000","0.0","311","20","21","한국","한국","(주)케이알씨지"
"184","태풍을 일으킨 사나이","1975-11-06","598000","0.0","310","1","6","한국","한국",""
"185","아이돌 섹스 스캔들","2016-03-16","1680000","0.0","309","19","20","한국","한국","(주)케이알씨지"
"186","열정같은소리하고있네","2015-11-25","2440000","0.0","305","1","2","한국","한국","(주)넥스트엔터테인먼트월드(NEW)"
"187","애마부인 2016","2016-06-14","1638000","0.0","301","21","21","한국","한국","드림로드"
"187","탐욕","2016-05-12","1555000","0.0","301","20","20","한국","한국","주식회사 루믹스미디어"
"189","형님 아내","2016-05-03","1555000","0.0","300","19","19","한국","한국","이돌영화사"
"190","소녀경","1992-09-25","565000","0.0","299","1","6","한국","한국",""
"191","제15회 미쟝센 단편영화제 사랑에 관한 짧은 필름1","","1775000","0.0","298","1","3","한국","한국",""
"191","그놈이다","2015-10-28","2384000","0.0","298","1","1","한국","한국","CGV아트하우스"
"193","캘린더걸","2016-04-07","1598000","0.0","295","20","20","한국","한국","(주)유비네트워크"
"194","SIFF2016-경쟁단편 4","","1749400","0.0","294","1","3","한국","한국",""
"195","탐정사무소-평강공주와 바보온달 무삭제판","2016-06-15","1728000","0.0","292","20","24","한국","한국","(주)나우콘텐츠"
"195","여자전쟁: 비열한 거래","2016-06-16","1544000","0.0","292","21","22","한국","한국","TCO(주)더콘텐츠온"
"197","주말부부","2016-07-08","1540000","0.0","291","21","21","한국","한국","(주)전망좋은 영화사"
"197","여자전쟁: 봉천동 혈투","2016-07-14","1534000","0.0","291","21","21","한국","한국","TCO(주)더콘텐츠온"
"197","11월 단편 상상극장-연애단(短)","","2316000","0.0","291","1","6","한국","한국",""
"200","마술피리","","1305000","0.0","290","1","1","한국","한국",""
"200","명성황후","","1305000","0.0","290","1","1","한국","한국",""
"202","우리 지금 할래","2016-04-20","1483000","0.0","286","20","22","한국","한국","(주)케이알씨지"
"203","잠 못 이루는 섹스 2","2016-05-18","1477000","0.0","285","20","21","한국","한국","(주)케이알씨지"
"203","P.S. 걸","2016-02-04","1673000","0.0","285","21","34","한국","한국","전망 PRODUCTION"
"205","맛있는 떡","2016-04-27","1465000","0.0","283","20","20","한국","한국","(주)케이알씨지"
"205","옆집 누나","2016-05-12","1465000","0.0","283","20","20","한국","한국","(주)케이알씨지"
"205","4월 단편 상상극장-박정민 헤는 밤","","2263000","0.0","283","1","5","한국","한국",""
"208","친구 누나","2016-03-10","1593000","0.0","282","21","30","한국","한국","(주)영화사 사계절"
"209","잠 못 이루는 섹스","2016-03-31","1495000","0.0","281","19","19","한국","한국","(주)케이알씨지"
"210","제15회 미쟝센 단편영화제 비정성시3","","1656000","0.0","277","1","3","한국","한국",""
"211","SIFF2016-특별단편 7","","1645100","0.0","275","1","3","한국","한국",""
"211","썰만화","2016-02-25","1571000","0.0","275","21","34","한국","한국","TCO(주)더콘텐츠온"
"213","악인이여 지옥행 열차를 타라","1977-01-28","531000","0.0","273","1","8","한국","한국",""
"213","누나 친구","2016-01-21","1545000","0.0","273","21","30","한국","한국","(주)영화사 사계절"
"213","만추","1982-02-28","541000","0.0","273","1","6","한국","한국",""
"213","사람이 산다","","1549000","0.0","273","1","10","한국","한국",""
"217","제15회 미쟝센 단편영화제 비정성시1","","1581500","0.0","264","1","3","한국","한국",""
"218","정사 : 결혼 말고 연애","2016-04-19","1454000","0.0","262","20","21","한국","한국","(주)영화사 사계절"
"219","제15회 미쟝센 단편영화제 식스 센스 2","","1550000","0.0","259","1","3","한국","한국",""
"220","가을비 우산속에","1979-08-23","504000","0.0","258","1","6","한국","한국",""
"221","천국의 계단","1992-02-15","484000","0.0","253","1","6","한국","한국",""
"221","이웃동서","2016-05-16","1348000","0.0","253","21","21","한국","한국","전망 PRODUCTION"
"223","남녀의 궁합","2016-05-19","1344000","0.0","252","20","20","한국","한국","(주)영화사 사계절"
"223","외도","2016-07-14","1330000","0.0","252","20","20","한국","한국","㈜리필름"
"225","[인디포럼2016] 신작06 그 남자 그 여자의 사정","","1492000","0.0","251","1","2","한국","한국",""
"226","12인의 하숙생","1979-01-16","500000","0.0","250","1","12","한국","한국",""
"226","감출 수 없는 본능-몰카","2016-06-09","1322000","0.0","250","20","21","한국","한국","모비딕엔터테인먼트(주)"
"228","바람불어 좋은 날","1980-11-27","623000","0.0","244","1","10","한국","한국",""
"229","타부-새누나","2016-06-16","1267000","0.0","243","20","21","한국","한국","(주)콘텐츠윙"
"230","제15회 미쟝센 단편영화제 4만번의 구타 1","","1445000","0.0","242","1","2","한국","한국",""
"230","엄마친구 2","2016-09-01","1276000","0.0","242","20","20","한국","한국","(주)영화사히트"
"232","제15회 미쟝센 단편영화제 절대악몽 1","","1432000","0.0","240","1","2","한국","한국",""
"233","장미의 나날","1994-04-02","456000","0.0","237","1","7","한국","한국",""
"234","구름은 흘러도","","472000","0.0","236","1","15","한국","한국",""
"235","맛있는 영화","2016-05-25","1207000","0.0","231","20","21","한국","한국","(주)케이알씨지"
"235","그녀의 섹스 테크닉","2016-07-20","1200000","0.0","231","20","21","한국","한국","(주)케이알씨지"
"235","형사 Duelist","2005-09-08","1745100","0.0","231","1","4","한국","한국","코리아픽쳐스(주)"
"238","완전한 사육 : 소원을 말해봐","2016-06-01","1202000","0.0","230","20","20","한국","한국","(주)케이알씨지"
"238","어린여자 : 맛있는 관음","2016-07-08","1202000","0.0","230","20","20","한국","한국","(주)케이알씨지"
"238","로라의 섹스 파트너","2016-07-28","1197000","0.0","230","20","20","한국","한국","(주)케이알씨지"
"241","제15회 미쟝센 단편영화제 절대악몽 2","","1314500","0.0","221","1","2","한국","한국",""
"242","아빠가 돌아왔다","2016-05-19","1450000","0.0","220","1","4","한국","한국","(유)조이앤시네마"
"243","2016 대단한단편영화제-단편 초청 섹션 2","","1736000","0.0","217","1","3","한국","한국",""
"244","화차","2012-03-08","1912000","0.0","215","1","1","한국","한국","필라멘트픽쳐스"
"245","미스 푸줏간","2017-07-11","1712000","0.0","214","1","1","한국","한국","(주)드림팩트엔터테인먼트"
"246","나만의 승진 테크닉","2016-07-07","1089000","0.0","213","20","20","한국","한국","노바엔터테인먼트"
"247","진짜 진짜 좋아해","1978-09-02","410000","0.0","212","1","8","한국","한국",""
"248","애와 사","","420000","0.0","210","1","4","한국","한국",""
"249","내 친구의 엄마","2016-10-12","1095000","0.0","208","16","20","한국","한국","(주)소나무픽쳐스"
"250","외박: 친구의 여자","2016-09-22","1085000","0.0","204","20","20","한국","한국","(주)소나무픽쳐스"
"251","에코그라운드단편","","2010000","0.0","201","1","1","한국","한국",""
"252","꿈","","1597000","0.0","197","1","4","한국","한국",""
"253","바람난 여자들","2016-07-21","1068000","0.0","196","20","20","한국","한국","(주)영화사 사계절"
"254","하고 싶은 날","2016-06-28","1049000","0.0","193","20","20","한국","한국","(주)푸른별 엔터테인먼트"
"254","동호회의 목적","2016-06-16","1049000","0.0","193","20","20","한국","한국","(주)영화사 사계절"
"256","베테랑","2015-08-05","1109000","0.0","191","2","9","한국","한국","(주)씨제이이엔엠"
"257","장수상회","2015-04-09","1130000","0.0","189","1","2","한국","한국","(주)씨제이이엔엠"
"258","SIFF2016-경쟁단편 7","","1116600","0.0","188","1","3","한국","한국",""
"259","실종: 사라진아내","2016-11-01","974000","0.0","185","20","20","한국","한국","주식회사 루믹스미디어"
"260","어린 형수 - 무삭제판","2016-10-13","965000","0.0","184","20","21","한국","한국","핵존슨"
"261","이파니의 시크릿 관음클럽","2016-10-25","960000","0.0","183","20","20","한국","한국","판타스틱룸미디어"
"261","형님아내2","2016-08-31","960000","0.0","183","20","20","한국","한국","이돌영화사"
"261","불륜의 후예","2016-09-30","963000","0.0","183","20","20","한국","한국","(주)제이에이와이이엔터테인먼트"
"264","이어도","","352000","0.0","182","1","6","한국","한국",""
"265","19금 정사: 말할 수 없는 비밀","2016-08-18","942000","0.0","179","19","22","한국","한국","(주)케이알씨지"
"266","형의 여자","2016-12-15","1602000","0.0","178","1","1","한국","한국","(유)쏘아필름"
"267","19금 만남의 목적","2016-09-02","930000","0.0","177","20","20","한국","한국","(주)케이알씨지"
"267","19 섹스 맛있는 속 궁합","2016-09-02","930000","0.0","177","20","20","한국","한국","(주)케이알씨지"
"267","정사: 은밀한 밀애","2016-08-16","927000","0.0","177","20","20","한국","한국","(주)케이알씨지"
"267","내 아내의 친구","2016-09-08","922000","0.0","177","20","20","한국","한국","(주)케이알씨지"
"267","색다른 정사","2016-08-04","933000","0.0","177","20","20","한국","한국","(주)케이알씨지"
"272","인연","","1535000","0.0","176","1","12","한국","한국",""
"273","인디다큐페스티발2016 국내신작전 15","","875000","0.0","175","1","2","한국","한국",""
"274","주홍글씨","2004-10-29","520000","0.0","172","1","4","한국","한국","(주)쇼박스"
"274","SIFF2016-경쟁단편 6","","1032700","0.0","172","1","3","한국","한국",""
"276","SIFF2016-특별단편 3","","1015100","0.0","171","1","3","한국","한국",""
"276","인디애니페스트2016-독립보행3","","1461700","0.0","171","1","2","한국","한국",""
"276","매너선생님","2016-09-22","933000","0.0","171","20","23","한국","한국","노바엔터테인먼트"
"279","야설 쓰는 여자","2016-08-24","917000","0.0","169","21","21","한국","한국","노바엔터테인먼트"
