"영화코드","영화명","개봉일","장르","관람등급","감독","제작사","배급사","국적"
"20170688","내 친구의 엄마: 친구의 엄마와 아내를 탐하다(무삭제)","20170807","멜로/로맨스","청소년관람불가","이진","(주)소나무픽쳐스","(주)소나무픽쳐스","한국"
"20176166","내 친구의 엄마: 친구의 엄마와 아내를 탐하다","20170510","멜로/로맨스","청소년관람불가","이진","(주)소나무픽쳐스","(주)소나무픽쳐스","한국"
"20179401","내 친구의 엄마 (무삭제)","20170119","멜로/로맨스|드라마","청소년관람불가","탁승오","엠아이픽쳐스","엠아이픽쳐스","한국"
"20176622","매춘 2016 무삭제","20170530","멜로/로맨스","청소년관람불가","이상우","(주)영화사 사계절","(주)영화사 사계절","한국"
"20176981","내 아내의 새엄마 무삭제","20171107","멜로/로맨스|드라마","청소년관람불가","이리단","(주)영화사 사계절","(주)영화사 사계절","한국"
"20176962","내 아내의 새엄마","20170629","멜로/로맨스|드라마","청소년관람불가","이리단","(주)영화사 사계절","(주)영화사 사계절","한국"
"20173250","누나 친구 2 무삭제","20171017","멜로/로맨스","청소년관람불가","채준우","(주)영화사 사계절","(주)영화사 사계절","한국"
"20175502","누나 친구 2","20170601","멜로/로맨스","청소년관람불가","채준우","(주)영화사 사계절","(주)영화사 사계절","한국"
"20170025","정사 : 친구의 엄마","20170824","멜로/로맨스","청소년관람불가","곽영근","(주)영화사 사계절","(주)영화사 사계절","한국"
"20173841","스와핑 : 친구의 아내 무삭제판","20170328","멜로/로맨스","청소년관람불가","홍성수","(주)영화사 사계절|마법사필름","(주)영화사 사계절","한국"
"20174267","여친 엄마 무삭제","20171017","멜로/로맨스","청소년관람불가","이리단","(주)영화사 사계절","(주)영화사 사계절","한국"
